,Unnamed: 0,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
46313,46313,2020-02-26 21:00:00,4162.465934555705,2891.551133868232,8566.26768700711,2662.549729456309,5700.847990761517,1653.2123221829493,1653.2123221829493,1653.2123221829493,191.56448315579553,191.56448315579553,191.56448315579553,54.24483483671731,54.24483483671731,54.24483483671731,1407.4030041904364,1407.4030041904364,1407.4030041904364,0.0,0.0,0.0,5815.6782567386535
46314,46314,2020-02-27 21:00:00,4164.199323434284,2689.1798901711522,8524.744422716494,2657.325229372615,5707.338453839361,1464.065704646076,1464.065704646076,1464.065704646076,191.5644831557883,191.5644831557883,191.5644831557883,-155.66915835983826,-155.66915835983826,-155.66915835983826,1428.170379850126,1428.170379850126,1428.170379850126,0.0,0.0,0.0,5628.265028080359
46315,46315,2020-02-28 21:00:00,4165.932712312862,2947.6068296535805,8469.702174425425,2652.5977216313986,5713.5759291105505,1546.8811006768758,1546.8811006768758,1546.8811006768758,191.56448315615663,191.56448315615663,191.56448315615663,-91.70533900804674,-91.70533900804674,-91.70533900804674,1447.0219565287662,1447.0219565287662,1447.0219565287662,0.0,0.0,0.0,5712.813812989738
46316,46316,2020-02-29 21:00:00,4167.66610119144,3023.197973448938,8916.937708160704,2647.870213890185,5719.5921148218285,1796.331229647933,1796.331229647933,1796.331229647933,191.56448315587747,191.56448315587747,191.56448315587747,141.3873641662058,141.3873641662058,141.3873641662058,1463.3793823258495,1463.3793823258495,1463.3793823258495,0.0,0.0,0.0,5963.997330839373
46317,46317,2020-03-01 21:00:00,4169.399490070019,3106.941383310099,8820.05639561647,2643.142706148969,5725.6083005331075,1870.2985950120135,1870.2985950120135,1870.2985950120135,191.56448315587028,191.56448315587028,191.56448315587028,202.04775599271497,202.04775599271497,202.04775599271497,1476.6863558634286,1476.6863558634286,1476.6863558634286,0.0,0.0,0.0,6039.698085082033
46318,46318,2020-03-02 21:00:00,4171.132878948598,3092.297153859964,8769.478064390503,2638.9302252787725,5731.624486244388,1643.0159396350296,1643.0159396350296,1643.0159396350296,191.5644831562386,191.5644831562386,191.5644831562386,-34.969174481974484,-34.969174481974484,-34.969174481974484,1486.4206309607655,1486.4206309607655,1486.4206309607655,0.0,0.0,0.0,5814.148818583628
46319,46319,2020-03-03 21:00:00,4172.866267827176,3052.169474085317,8685.152794439258,2635.0060164986153,5737.640671955666,1568.3333303098675,1568.3333303098675,1568.3333303098675,191.56448315623143,191.56448315623143,191.56448315623143,-115.3362831463942,-115.3362831463942,-115.3362831463942,1492.1051303000302,1492.1051303000302,1492.1051303000302,0.0,0.0,0.0,5741.199598137044
46320,46320,2020-03-04 21:00:00,4174.599656705755,2826.987297629151,8926.967396154967,2630.2074425656424,5744.663675502625,1739.127217995649,1739.127217995649,1739.127217995649,191.56448315595227,191.56448315595227,191.56448315595227,54.244834836706104,54.244834836706104,54.244834836706104,1493.3179000029907,1493.3179000029907,1493.3179000029907,0.0,0.0,0.0,5913.726874701404
46321,46321,2020-03-05 21:00:00,4176.3330455843325,2865.7494874155764,8578.043736666868,2618.332519817035,5752.91963123513,1525.5959992701398,1525.5959992701398,1525.5959992701398,191.56448315594517,191.56448315594517,191.56448315594517,-155.66915836001178,-155.66915836001178,-155.66915836001178,1489.7006744742066,1489.7006744742066,1489.7006744742066,0.0,0.0,0.0,5701.9290448544725
46322,46322,2020-03-06 21:00:00,4178.06643446291,3176.9865055309865,8537.391821924353,2610.277751931017,5768.452146871539,1580.8250083153052,1580.8250083153052,1580.8250083153052,191.5644831563134,191.5644831563134,191.5644831563134,-91.70533900795108,-91.70533900795108,-91.70533900795108,1480.965864166943,1480.965864166943,1480.965864166943,0.0,0.0,0.0,5758.8914427782165
46323,46323,2020-03-07 21:00:00,4179.79982334149,3133.008955411471,8750.570596529325,2595.561139219105,5781.869926225244,1799.8536740257248,1799.8536740257248,1799.8536740257248,191.5644831556588,191.5644831556588,191.5644831556588,141.38736416645844,141.38736416645844,141.38736416645844,1466.9018267036074,1466.9018267036074,1466.9018267036074,0.0,0.0,0.0,5979.653497367216
46324,46324,2020-03-08 21:00:00,4181.53321222007,3131.1136547657325,9013.692986993941,2587.7018112273804,5790.844605307493,1840.9885716612334,1840.9885716612334,1840.9885716612334,191.56448315602714,191.56448315602714,191.56448315602714,202.04775599250942,202.04775599250942,202.04775599250942,1447.3763325126968,1447.3763325126968,1447.3763325126968,0.0,0.0,0.0,6022.521783881302
46325,46325,2020-03-09 21:00:00,4183.2666010986495,2803.0869430029356,8665.17497326595,2581.951982933684,5795.7641806353695,1578.9334969330448,1578.9334969330448,1578.9334969330448,191.56448315601997,191.56448315601997,191.56448315601997,-34.96917448178953,-34.96917448178953,-34.96917448178953,1422.3381882588144,1422.3381882588144,1422.3381882588144,0.0,0.0,0.0,5762.200098031693
46326,46326,2020-03-10 21:00:00,4184.999989977227,2800.318995475979,8491.41901205297,2577.003721298315,5800.578613624885,1468.0452332446416,1468.0452332446416,1468.0452332446416,191.56448315574082,191.56448315574082,191.56448315574082,-115.33628314664664,-115.33628314664664,-115.33628314664664,1391.8170332355478,1391.8170332355478,1391.8170332355478,0.0,0.0,0.0,5653.04522322187
46327,46327,2020-03-11 21:00:00,4186.733378855805,3043.683787754141,8497.074810442598,2572.068738024852,5805.11889660336,1601.7306920045166,1601.7306920045166,1601.7306920045166,191.56448315573365,191.56448315573365,191.56448315573365,54.24483483677947,54.24483483677947,54.24483483677947,1355.9213740120035,1355.9213740120035,1355.9213740120035,0.0,0.0,0.0,5788.464070860322
46328,46328,2020-03-12 21:00:00,4188.466767734383,2743.2857111363824,8484.689902648091,2567.1337547513917,5813.750125839814,1350.7302942682961,1350.7302942682961,1350.7302942682961,191.56448315610194,191.56448315610194,191.56448315610194,-155.66915836018532,-155.66915836018532,-155.66915836018532,1314.8349694723795,1314.8349694723795,1314.8349694723795,0.0,0.0,0.0,5539.19706200268
46329,46329,2020-03-13 21:00:00,4190.200156612962,2870.0047660233618,8578.895461557473,2562.262545719909,5822.381355076274,1368.6708647741914,1368.6708647741914,1368.6708647741914,191.5644831560948,191.5644831560948,191.5644831560948,-91.70533900785549,-91.70533900785549,-91.70533900785549,1268.811720625952,1268.811720625952,1268.811720625952,0.0,0.0,0.0,5558.871021387154
