,Unnamed: 0,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
46330,46330,2020-03-14 21:00:00,4191.933545491541,2873.8965850987074,8625.424391927258,2557.712551421332,5831.22093521383,1551.1211033003076,1551.1211033003076,1551.1211033003076,191.5644831558156,191.5644831558156,191.5644831558156,141.38736416671102,141.38736416671102,141.38736416671102,1218.1692559777807,1218.1692559777807,1218.1692559777807,0.0,0.0,0.0,5743.054648791848
46331,46331,2020-03-15 21:00:00,4193.6669343701205,2884.380265830272,8626.780271964466,2553.162557122755,5844.4413212300915,1556.8936720091706,1556.8936720091706,1556.8936720091706,191.5644831558085,191.5644831558085,191.5644831558085,202.04775599305376,202.04775599305376,202.04775599305376,1163.2814328603085,1163.2814328603085,1163.2814328603085,0.0,0.0,0.0,5750.560606379289
46332,46332,2020-03-16 21:00:00,4195.400323248698,2336.397472806751,8480.438935411701,2548.612562824176,5857.661707246355,1261.1653058432685,1261.1653058432685,1261.1653058432685,191.5644831561768,191.5644831561768,191.5644831561768,-34.96917448215312,-34.96917448215312,-34.96917448215312,1104.569997169245,1104.569997169245,1104.569997169245,0.0,0.0,0.0,5456.565629091967
46333,46333,2020-03-17 21:00:00,4197.133712127276,2475.3843444474355,8233.314572039842,2541.00463552732,5870.882093262612,1118.7238579051402,1118.7238579051402,1118.7238579051402,191.5644831558976,191.5644831558976,191.5644831558976,-115.33628314660128,-115.33628314660128,-115.33628314660128,1042.495657895844,1042.495657895844,1042.495657895844,0.0,0.0,0.0,5315.857570032415
46334,46334,2020-03-18 21:00:00,4198.867101005855,2627.749499599627,8307.062553346983,2533.062739296334,5880.616599894546,1223.3581564681824,1223.3581564681824,1223.3581564681824,191.56448315589043,191.56448315589043,191.56448315589043,54.24483483671862,54.24483483671862,54.24483483671862,977.5488384755737,977.5488384755737,977.5488384755737,0.0,0.0,0.0,5422.225257474038
46335,46335,2020-03-19 21:00:00,4200.600489884434,2028.2074316891226,7974.341748705459,2527.126584484772,5889.1436106561305,946.1356890711928,946.1356890711928,946.1356890711928,191.56448315625875,191.56448315625875,191.56448315625875,-155.66915836029028,-155.66915836029028,-155.66915836029028,910.2403642752244,910.2403642752244,910.2403642752244,0.0,0.0,0.0,5146.736178955627
46336,46336,2020-03-20 21:00:00,4202.333878763013,2456.3665151588816,8015.0531062080945,2524.097934701703,5902.940871869593,940.9514789684875,940.9514789684875,940.9514789684875,191.56448315560414,191.56448315560414,191.56448315560414,-91.70533900852541,-91.70533900852541,-91.70533900852541,841.0923348214089,841.0923348214089,841.0923348214089,0.0,0.0,0.0,5143.2853577315
46337,46337,2020-03-21 21:00:00,4204.067267641592,2373.418461083711,8308.251611583231,2521.0692849186325,5916.73813308305,1103.58125846737,1103.58125846737,1103.58125846737,191.56448315597245,191.56448315597245,191.56448315597245,141.3873641666888,141.3873641666888,141.3873641666888,770.6294111447086,770.6294111447086,770.6294111447086,0.0,0.0,0.0,5307.64852610896
46338,46338,2020-03-22 21:00:00,4205.8006565201695,2229.5493690198905,8284.278072476807,2518.0406351355623,5930.53539429651,1092.9829628217417,1092.9829628217417,1092.9829628217417,191.56448315596532,191.56448315596532,191.56448315596532,202.0477559928483,202.0477559928483,202.0477559928483,699.370723672928,699.370723672928,699.370723672928,0.0,0.0,0.0,5298.7836193419125
46339,46339,2020-03-23 21:00:00,4207.534045398747,2088.8472723075697,7924.598655798667,2514.0552618327524,5944.332655509961,784.4178840668751,784.4178840668751,784.4178840668751,191.56448315633358,191.56448315633358,191.56448315633358,-34.96917448251671,-34.96917448251671,-34.96917448251671,627.8225753930583,627.8225753930583,627.8225753930583,0.0,0.0,0.0,4991.951929465622
46340,46340,2020-03-24 21:00:00,4209.267434277326,2050.5265383528063,8004.644377444537,2508.891111728186,5958.129916723418,632.7002797025983,632.7002797025983,632.7002797025983,191.56448315567891,191.56448315567891,191.56448315567891,-115.33628314655594,-115.33628314655594,-115.33628314655594,556.4720796934754,556.4720796934754,556.4720796934754,0.0,0.0,0.0,4841.967713979924
46341,46341,2020-03-25 21:00:00,4211.000823155905,2019.8554759489996,7891.610529493694,2503.7269616236194,5971.690552044002,731.591151639476,731.591151639476,731.591151639476,191.5644831560473,191.5644831560473,191.5644831560473,54.24483483672491,54.24483483672491,54.24483483672491,485.7818336467039,485.7818336467039,485.7818336467039,0.0,0.0,0.0,4942.591974795381
46342,46342,2020-03-26 21:00:00,4212.734212034485,1855.7745457866104,7589.010439795124,2496.294638829245,5983.360636368553,452.0810116827871,452.0810116827871,452.0810116827871,191.56448315604013,191.56448315604013,191.56448315604013,-155.6691583597311,-155.6691583597311,-155.6691583597311,416.18568688647804,416.18568688647804,416.18568688647804,0.0,0.0,0.0,4664.815223717271
46343,46343,2020-03-27 21:00:00,4214.467600913063,1737.8911261918954,7602.478720030966,2488.837761170441,5991.0447069820975,447.9447692220263,447.9447692220263,447.9447692220263,191.5644831557609,191.5644831557609,191.5644831557609,-91.7053390082392,-91.7053390082392,-91.7053390082392,348.0856250745045,348.0856250745045,348.0856250745045,0.0,0.0,0.0,4662.412370135089
46344,46344,2020-03-28 21:00:00,4216.200989791641,1963.8719611749664,7717.674177318056,2481.380883511637,6010.272906006618,614.8015939869533,614.8015939869533,614.8015939869533,191.56448315575375,191.56448315575375,191.56448315575375,141.38736416721633,141.38736416721633,141.38736416721633,281.8497466639833,281.8497466639833,281.8497466639833,0.0,0.0,0.0,4831.002583778595
46345,46345,2020-03-29 21:00:00,4217.934378670219,1915.9179246142464,7838.463419639334,2473.9240058528353,6018.403289502776,611.4235127566119,611.4235127566119,611.4235127566119,191.5644831561221,191.5644831561221,191.5644831561221,202.04775599294751,202.04775599294751,202.04775599294751,217.81127360754232,217.81127360754232,217.81127360754232,0.0,0.0,0.0,4829.357891426831
46346,46346,2020-03-30 21:00:00,4219.667767548798,1533.7800431382702,7279.4348135819155,2466.467128194032,6026.126882612994,312.8638107827573,312.8638107827573,312.8638107827573,191.56448315611493,191.56448315611493,191.56448315611493,-34.96917448233177,-34.96917448233177,-34.96917448233177,156.26850210897416,156.26850210897416,156.26850210897416,0.0,0.0,0.0,4532.5315783315555
